index,VIX,Lumber,SPY
2008-01,25.73130434782609,231.8095238095238,137.6652380952381
2008-02,25.435238095238095,224.31199999999998,135.67249999999999
2008-03,27.080476190476194,227.33684210526314,131.8835
2008-04,21.562727272727273,224.79454545454544,136.99545454545455
2008-05,18.36,247.99499999999998,140.4704761904762
2008-06,22.11047619047619,245.786,134.25809523809525
2008-07,24.34304347826087,251.96666666666667,125.6309090909091
2008-08,20.695714285714285,259.3457142857143,128.36142857142858
2008-09,29.85909090909091,221.80476190476188,121.93523809523809
2008-10,61.17739130434782,190.5790909090909,96.77695652173912
2008-11,62.28150000000001,201.39473684210526,88.59
2008-12,52.00173913043478,177.66,88.03318181818182
2009-01,44.535,164.62,86.5716
2009-02,45.4385,155.85000000000002,80.728
2009-03,44.79545454545455,164.9318181818182,75.97954545454546
2009-04,37.99409090909091,177.48,84.88714285714286
2009-05,32.00904761904762,180.10999999999999,90.49355
2009-06,29.140454545454546,205.79818181818183,92.86895454545454
2009-07,26.240434782608695,196.11818181818182,93.6239090909091
2009-08,25.337142857142858,188.3152380952381,101.25580952380952
2009-09,24.94181818181818,175.87142857142857,104.67761904761905
2009-10,24.252272727272725,176.47809523809525,106.83322727272729
2009-11,23.63142857142857,222.24499999999998,109.079955
2009-12,21.162608695652175,217.37545454545455,111.27377272727273
2010-01,20.562380952380952,243.03333333333336,112.40736842105262
2010-02,22.549500000000002,267.46555555555557,109.15315789473684
2010-03,17.767391304347825,279.1347826086957,115.46491304347825
2010-04,17.426363636363636,305.1561904761905,119.84547619047619
2010-05,31.936190476190475,257.355,112.7902
2010-06,29.916363636363634,203.6490909090909,108.6443409090909
2010-07,25.77227272727273,208.26666666666668,108.09283333333335
2010-08,24.74590909090909,207.81363636363633,109.05243636363637
2010-09,22.462727272727275,223.0772727272727,112.46333333333334
2010-10,20.37333333333333,239.88761904761907,117.22116666666666
2010-11,20.071363636363635,264.94545454545454,120.13907142857144
2010-12,17.52173913043478,285.5834782608696,124.37536363636363
2011-01,17.227142857142855,311.64761904761906,128.270375
2011-02,17.380000000000003,306.081,132.30131578947368
2011-03,20.723478260869566,312.204347826087,130.6409782608696
2011-04,16.169999999999998,254.7273684210526,133.19355000000002
2011-05,16.86909090909091,237.05454545454543,134.0742857142857
2011-06,19.153181818181817,230.64545454545453,128.95481818181818
2011-07,19.067619047619047,260.84761904761905,132.583
2011-08,35.02913043478261,228.61666666666667,118.78478260869566
2011-09,36.41136363636364,246.55714285714285,117.59028571428573
2011-10,32.829047619047614,222.69809523809522,120.81614285714286
2011-11,32.03454545454545,232.71904761904764,122.9624761904762
2011-12,24.851363636363637,237.74666666666667,124.51452380952381
2012-01,20.403181818181817,245.16,130.03875
2012-02,18.39,266.618,135.4606
2012-03,16.167272727272728,268.6047619047619,139.09336363636365
2012-04,17.76952380952381,268.627,138.6961
2012-05,21.034782608695654,284.59999999999997,134.41881818181818
2012-06,21.13095238095238,276.8390476190476,132.5387142857143
2012-07,17.521363636363635,285.9095238095238,136.03104761904763
2012-08,15.689565217391305,294.6791304347826,140.70365217391304
2012-09,15.394,275.41052631578947,144.73526315789474
2012-10,16.409565217391304,293.5086956521739,143.83721904761904
2012-11,16.638636363636365,327.53809523809525,139.78135714285713
2012-12,17.403809523809525,357.223,142.609735
2013-01,13.656086956521738,367.79047619047617,147.89681904761906
2013-02,13.992,382.45473684210526,151.34347368421052
2013-03,13.015714285714285,392.765,155.172
2013-04,13.967272727272727,365.9127272727273,156.9802727272727
2013-05,13.515217391304349,319.8454545454546,164.18895
2013-06,17.2715,295.255,162.15574999999998
2013-07,14.071304347826086,317.1227272727273,166.76568636363638
2013-08,14.21,312.5109090909091,167.2114090909091
2013-09,14.802380952380954,340.91999999999996,168.9672
2013-10,15.407826086956522,346.7591304347826,171.92382608695652
2013-11,12.926666666666666,366.145,178.5875
2013-12,14.114545454545453,362.2942857142857,181.01361904761904
2014-01,14.14,361.84761904761905,182.04833333333332
2014-02,15.375,357.36526315789473,181.8386842105263
2014-03,14.836666666666666,342.37368421052633,186.55461904761904
2014-04,14.159999999999998,331.692380952381,186.3069095238095
2014-05,12.424545454545454,329.3619047619048,189.1745238095238
2014-06,11.541428571428572,316.62,194.9245238095238
2014-07,12.210434782608697,330.9409090909091,197.17545
2014-08,13.491904761904761,344.5790476190476,196.35119047619048
2014-09,13.399090909090908,333.96190476190475,199.52814761904762
2014-10,18.058695652173913,336.5869565217391,193.61477826086957
2014-11,13.346,324.5157894736842,204.67499999999998
2014-12,16.208695652173912,335.46210526315787,205.6143227272727
2015-01,19.206363636363637,316.12631578947367,202.584255
2015-02,15.8435,306.6221052631579,208.30042105263158
2015-03,14.812727272727273,282.31363636363636,208.14760454545456
2015-04,13.548181818181819,258.76095238095235,209.3152333333333
2015-05,13.28095238095238,258.65500000000003,211.36125
2015-06,14.339545454545457,289.3809090909091,210.14496363636363
2015-07,14.458260869565219,273.48571428571427,209.29090909090908
2015-08,19.42809523809524,249.89999999999998,204.27476190476187
2015-09,24.532727272727275,229.43809523809523,194.64000000000001
2015-10,16.789545454545454,249.62181818181818,202.38227272727272
2015-11,16.16142857142857,246.01500000000001,208.36854
2015-12,17.92608695652174,259.0445454545454,205.58865454545455
2016-01,23.612857142857145,244.37368421052633,191.64388421052632
2016-02,22.654285714285713,253.246,190.57546
2016-03,15.800869565217392,290.88181818181823,202.29386363636365
2016-04,14.300476190476191,290.2666666666667,207.32361904761905
2016-05,14.774090909090908,310.252380952381,206.6666285714286
2016-06,17.774545454545457,300.13,208.42745000000002
2016-07,13.235238095238095,325.68,214.6193
2016-08,12.399565217391304,321.04869565217393,217.87563913043476
2016-09,14.117727272727272,315.06666666666666,215.7243238095238
2016-10,14.585238095238097,321.0028571428572,214.07761904761907
2016-11,15.108636363636363,319.15238095238095,216.6671047619048
2016-12,12.425454545454546,318.2238095238095,224.63285714285715
2017-01,11.701818181818181,327.28000000000003,227.06900000000002
2017-02,11.5285,364.1515789473684,232.8778947368421
2017-03,11.89782608695652,369.61304347826086,236.54956521739132
2017-04,13.2775,387.7736842105263,235.5673684210526
2017-05,10.816521739130435,371.65000000000003,239.5268181818182
2017-06,10.513636363636364,360.5781818181818,243.2722727272727
2017-07,10.309999999999999,373.54,245.045
2017-08,11.975652173913044,371.67304347826087,245.63260869565218
2017-09,10.423333333333334,385.46999999999997,249.05900000000003
2017-10,10.125454545454545,424.9209090909091,255.23272727272726
2017-11,10.510454545454545,441.0952380952381,259.26809523809527
2017-12,10.247142857142856,434.121,266.1675
2018-01,11.022173913043478,468.3095238095238,278.3047619047619
2018-02,22.314500000000002,500.3452631578947,270.2368421052632
2018-03,19.06681818181818,489.54761904761904,269.98190476190473
2018-04,18.267619047619046,540.187619047619,264.86285714285714
2018-05,14.085217391304347,597.9818181818182,270.07045454545454
2018-06,13.678095238095239,565.0238095238095,275.1933333333333
2018-07,13.283636363636363,505.4095238095238,278.8723809523809
2018-08,12.54695652173913,437.0965217391304,285.6926086956522
2018-09,12.908000000000001,367.0842105263158,290.141052631579
2018-10,19.35217391304348,328.47391304347826,277.97478260869565
2018-11,19.453181818181818,348.26190476190476,272.207619047619
2018-12,25.28190476190476,328.007,256.7521052631579
2019-01,19.749565217391304,360.6238095238095,260.1042857142857
2019-02,15.214500000000001,408.7621052631579,275.23526315789474
2019-03,14.485238095238095,380.0333333333333,280.0304761904762
2019-04,12.909999999999998,344.0,289.76476190476194
2019-05,16.683913043478263,331.15909090909093,285.30227272727274
2019-06,15.836000000000002,363.089,288.9835
2019-07,13.273913043478261,353.4909090909091,298.96
2019-08,18.97909090909091,362.2490909090909,289.59909090909093
2019-09,15.72190476190476,371.815,298.101
2019-10,15.466521739130435,382.6426086956522,297.1208695652174
2019-11,12.486666666666668,404.585,310.287
2019-12,13.707272727272727,406.96761904761905,317.4904761904762
2020-01,13.85391304347826,425.2952380952381,326.9747619047619
2020-02,19.3315,440.4947368421052,327.3726315789474
2020-03,57.73681818181819,341.4045454545454,264.7918181818182
2020-04,41.46363636363637,312.5266666666667,275.4090476190476
2020-05,30.76666666666667,353.62,291.653
2020-06,31.119545454545456,388.49636363636364,310.15409090909094
2020-07,26.876956521739128,514.5272727272727,319.9940909090909
2020-08,22.88952380952381,736.4238095238095,338.74809523809523
2020-09,27.788636363636364,619.5095238095239,336.03523809523807
2020-10,29.438636363636363,542.7445454545455,340.9790909090909
2020-11,24.817142857142855,583.15,354.41999999999996
2020-12,22.337391304347825,786.3936363636363,368.8863636363636
2021-01,24.78,739.4368421052632,378.1784210526316
2021-02,22.982,946.0368421052632,387.4815789473684
2021-03,21.84304347826087,898.9565217391304,390.28695652173917
2021-04,17.412272727272725,1240.5047619047618,412.91047619047623
2021-05,19.617619047619048,1439.0700000000002,415.97650000000004
2021-06,16.956818181818182,1016.0109090909092,422.98454545454547
2021-07,17.48818181818182,658.1238095238095,435.0942857142857
2021-08,17.472727272727273,510.67272727272723,444.52000000000004
2021-09,19.669545454545457,608.5272727272727,443.5538095238095
2021-10,17.871428571428574,688.2476190476191,444.72523809523807
2021-11,18.50409090909091,699.6476190476191,465.7557142857143
2021-12,21.20695652173913,1046.3658333333333,466.405
2022-01,22.990952380952383,1162.725,455.84799999999996
2022-02,25.8485,1194.0300000000002,442.5436842105263
2022-03,26.968695652173913,1147.1869565217391,438.1534782608696
2022-04,24.293809523809525,944.2409523809524,437.8215
2022-05,29.313636363636363,764.3190476190476,403.3419047619048
2022-06,28.23318181818182,591.2973727272728,389.16761904761904
2022-07,24.995238095238093,623.6285666666666,389.9735
2022-08,22.169565217391302,535.3478260869565,415.12130434782614
2022-09,27.34181818181818,481.8454545454546,384.2342857142857
2022-10,30.005714285714287,482.10952380952375,371.5595238095238
2022-11,23.29909090909091,441.4,391.1152380952381
2022-12,21.742727272727276,396.1,390.3790476190476
2023-01,20.237272727272725,408.80909090909086,394.696
2023-02,20.1205,422.86499999999995,407.0726315789474
2023-03,21.644347826086957,387.35652173913047,396.0239130434782
2023-04,17.847,384.54,410.92105263157896
2023-05,17.63608695652174,345.1173913043478,413.88090909090903
2023-06,14.003181818181817,421.3809523809524,432.94684210526316
